binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_wing,mass_horizontal_stabilizer,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
2,0.030359956317714726,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.981395825890631,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.83790728682891,1.7579072868289103,4.08,0.21344,0.29255370769050176,0.5730165792756912,0.05387599986271738,0.170021,0.455,0.09778111370259845,-1.476328739870264,5.448503698005671,0.07299393738440113,0.1705084808879954,0.2709603997168339,0.3120383154952395,0.1365208077264077,0.9514408767783527,33.14192802682863,5.600000000000002,6.400000000000003,1.516415798041077,2.2,9.343463529464419,11.543463529464418,11.897935417099198,0.9604166666666667,17.383627601888584,2.6483638611869824,4,0.5036774444835355,284033.38516858814,11.760464582511291,0.915625,31.57313839041101,0.15446181285895083,515877.6742577291,0,53.09056800802609,26.896560587518508,0.21284484598525422,439466.45245868835,0,36.90943199197391,11.406996944083021,0.786301097208288,33.88504160601442,-2,0.13410364662571078,6.263719845738669,553652.1659546543,10.976880024191006,0.5378799721943539,1.05,680.0,6.0,923.3098946391045,0.74,953.0167951691556,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,949.3143414328911
2,0.029111216184771867,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.70559762161821,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.658638454051837,1.7486384540518367,3.91,0.21344,0.29255370769050176,0.5637477464986174,0.05387599986271738,0.170021,0.455,0.10075646513138216,-1.418486957010174,5.448503698005671,0.07274902454877809,0.1706390172924839,0.2603443138947279,0.3120383154952395,0.1365208077264077,0.9514408767783527,30.83388196552006,5.200000000000002,6.000000000000003,1.516211228439945,2.2,9.305977827190011,11.505977827190012,11.90269791671858,0.9618055555555556,16.67521542551437,2.7504114088273846,4,0.5295176900470965,272458.5451433477,11.762377082358164,0.9163194444444445,31.07177889584751,0.15458920059062392,507685.89532133425,0,49.74969382455413,26.731723361932364,0.20886105666281676,436773.1552794538,0,40.25030617544587,11.424785527303342,0.792101225999038,33.938557264100154,-2,0.12957601940168928,6.2608657562900705,554526.5653535442,10.992957078219451,0.5494802297758538,1.05,651.6666666666667,6.0,927.8352623988937,0.74,954.5219230528169,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,941.8583482414322
2,0.02898387943205994,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.62731510264134,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.607754816716872,1.6977548167168717,3.91,0.21344,0.29255370769050176,0.5128641091636519,0.05387599986271738,0.170021,0.455,0.10088902840361633,-1.459034857992838,5.44012443889071,0.07352032538947308,0.1728772404818946,0.26819880213812686,0.3120383154952395,0.16135856995018324,0.9266031145545772,31.277739840786836,5.200000000000002,6.000000000000003,1.4748205734066124,2.2,9.434373744129065,11.634373744129064,11.90269791671858,0.9618055555555556,18.150809648314247,2.770187080465682,2,0.44376941012509463,296568.47385532304,11.762377082358164,0.9163194444444445,30.460863222124004,0.1594057725800298,497704.0635176327,0,43.433129704458636,25.739292583027648,0.22325194146628632,420557.69783102226,0,46.566870295541364,11.45870592422422,0.8030674831519815,34.26023106116809,0,0.12601083293017926,6.103314943845631,559782.4359689107,11.027431156783441,0.5714127440817408,1.05,651.6666666666667,6.0,933.4123841920306,0.74,963.5689985953526,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,946.9768173089176
2,0.03009429018309809,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.899038754663435,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.784375190531232,1.7043751905312323,4.08,0.21344,0.29255370769050176,0.5194844829780126,0.05387599986271738,0.170021,0.455,0.09789143480191184,-1.516632253226211,5.44012443889071,0.07376544572580955,0.1727190351923373,0.2787863164276194,0.3120383154952395,0.16135856995018324,0.9266031145545772,33.63637157379606,5.600000000000002,6.400000000000003,1.4748247030351351,2.2,9.47649785589517,11.676497855895171,11.897935417099198,0.9604166666666667,16.93248902540328,2.665104592353997,4,0.5255966709429087,276662.1724393568,11.760464582511291,0.915625,31.048688485206274,0.15825934907551967,507308.6180550719,0,49.83809817039672,26.43766109304223,0.21827793332064335,431968.4330663441,0,40.16190182960328,11.424302066075363,0.7919477462319502,34.24106939235746,0,0.1301251537458156,6.082975674127249,559469.3509338187,10.992567546601661,0.5491732702416781,1.05,680.0,6.0,920.4884310994378,0.74,963.0300766600536,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,951.8314777158221
2,0.03427616292358267,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,9.810412415704995,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,6.3767680702082465,1.7867680702082467,4.59,0.21344,0.29255370769050176,0.6018773626550267,0.05387599986271738,0.170021,0.455,0.08985543833612346,-1.630025425121727,5.448503698005671,0.07364480070881746,0.1701600509143579,0.299169371164852,0.3120383154952395,0.1365208077264077,0.9514408767783527,47.30838450634852,7.400000000000004,8.400000000000002,1.5195726800568368,2.2,9.92193627763061,12.12193627763061,11.874606248888375,0.9534722222222222,16.499601320293024,2.3509784474915443,6,0.6115861624130282,269589.16310573707,11.751858333200365,0.9125,32.985974017448086,0.1545757765293846,538962.1819924973,0,65.92858998122496,26.65979608183151,0.2366390513212067,435597.925959033,0,24.07141001877504,11.350434453859483,0.764012864615929,33.85046208871239,-2,0.1467813436258141,6.316140173831435,553087.166658666,10.92753785491861,0.49330350700963566,1.0,765.0,6.0,896.9492502180235,0.74,952.044246245036,3200.0,16.2,10.799999999999999,51.0,0.0,0.0,922.3311654876865
2,0.03122081208138681,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,9.170853906950233,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.961055039517651,1.7110550395176514,4.25,0.21344,0.29255370769050176,0.5261643319644316,0.05387599986271738,0.170021,0.455,0.09507112701563392,-1.570759189937152,5.44012443889071,0.07399583118891051,0.1725696011409255,0.28873589337552796,0.3120383154952395,0.16135856995018324,0.9266031145545772,37.84264186039421,6.200000000000003,7.0000000000000036,1.4748441955812759,2.2,9.675330798791533,11.875330798791534,11.891000000253598,0.9583333333333333,17.091771981124733,2.5691322451979386,4,0.5321792990134269,279264.7176703825,11.757595832740982,0.9145833333333333,31.682627327583685,0.15663189218591078,517666.62844933226,0,54.548189284853514,26.63101159443713,0.22169058269541728,435127.6124213638,0,35.451810715146486,11.399504411894762,0.783770504713796,34.28916067889678,0,0.13372384726781908,6.094104529619088,560255.1208102622,10.970313707867595,0.5328187872053697,1.05,708.3333333333334,6.0,912.8250640734601,0.74,964.3826440939719,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,959.1893645252678
2,0.03163649120710811,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,9.257454284023504,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,6.017345284615278,1.7673452846152777,4.25,0.21344,0.29255370769050176,0.5824545770620582,0.05387599986271738,0.170021,0.455,0.09498230034878571,-1.530686411407293,5.448503698005671,0.07322407143918569,0.1703863064757057,0.28093702349281213,0.3120383154952395,0.1365208077264077,0.9514408767783527,37.267417243387925,6.200000000000003,7.0000000000000036,1.5174685710770592,2.2,9.536375557306947,11.736375557306946,11.891000000253598,0.9583333333333333,17.538318673185845,2.551591654777279,4,0.51056028914683,286560.9029941048,11.757595832740982,0.9145833333333333,31.871256275906163,0.15624495677088995,520748.66172568954,0,56.15507916947368,27.006944987337185,0.2175972756455458,441270.03773262136,0,33.84492083052632,11.39095786666598,0.7809807653307749,33.83335836505508,-2,0.13864817438794275,6.268297708831998,552807.7066609814,10.963605451903007,0.5272393084393274,1.05,708.3333333333334,6.0,915.6435305807929,0.74,951.5632040171743,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,955.6890237759552
2,0.03294160902631107,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,9.533787687642562,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,6.196961996967666,1.7769619969676658,4.42,0.21344,0.29255370769050176,0.5920712894144462,0.05387599986271738,0.170021,0.455,0.0923448899215452,-1.581918639824448,5.448503698005671,0.07344102588065779,0.1702701631511599,0.290340013975485,0.3120383154952395,0.1365208077264077,0.9514408767783527,41.341174025476015,6.800000000000003,7.600000000000004,1.5182439139406338,2.2,9.678450780525292,11.878450780525291,11.884024998758415,0.9562499999999999,17.685274228304262,2.4592046045568243,4,0.5175702256009881,288962.0292000688,11.754727082970673,0.9135416666666667,31.87469482411244,0.1608741267406916,520804.8446185507,0,57.634360595880395,27.045856429160743,0.22344816718711383,441905.8169149673,0,32.365639404119605,11.382706248478105,0.7784125684099299,33.78552364690117,-2,0.14319140957735169,6.275241664779704,552026.1288892415,10.957806675331769,0.5221029145976375,1.0,736.6666666666667,6.0,908.1247048938111,0.74,950.2178525690954,3200.0,15.599999999999998,10.399999999999999,51.333333333333336,0.0,0.0,916.3364080431911
2,0.032363542313618175,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,9.442762388683407,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,6.1377955526442145,1.7177955526442146,4.42,0.21344,0.29255370769050176,0.532904845090995,0.05387599986271738,0.170021,0.455,0.09241287366022136,-1.62184638206158,5.44012443889071,0.07421320433584941,0.1724301892988158,0.2981267065266413,0.3120383154952395,0.16135856995018324,0.9266031145545772,42.001961473619986,6.800000000000003,7.600000000000004,1.4748586828270704,2.2,9.82310737425719,12.02310737425719,11.884024998758415,0.9562499999999999,17.251280263101737,2.477925393778716,4,0.538397796999275,281870.94453682966,11.754727082970673,0.9135416666666667,31.68647043239784,0.1612367840472226,517729.42144599097,0,55.885980554793576,26.634691943577725,0.22820045312918907,435187.74613159656,0,34.114019445206424,11.392458932683464,0.7814479504257056,34.22754210284343,0,0.13818485016297044,6.070619177318438,559248.326765514,10.964723892931284,0.5281736786291891,1.0,736.6666666666667,6.0,905.4844881699898,0.74,962.6496216424715,3200.0,15.599999999999998,10.399999999999999,51.333333333333336,0.0,0.0,919.6002588263761
2,0.033522586869350744,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,9.714766121352183,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,6.314597978878918,1.7245979788789185,4.59,0.21344,0.29255370769050176,0.5397072713256995,0.05387599986271738,0.170021,0.455,0.08990314083711896,-1.670014460957257,5.44012443889071,0.07441824721239701,0.1722967514899235,0.30698093025566664,0.3120383154952395,0.16135856995018324,0.9266031145545772,46.08987829370478,7.200000000000004,8.200000000000003,1.4748688868295827,2.2,9.927192896702344,12.127192896702343,11.877004165384678,0.9541666666666666,17.411050318419058,2.3912791469658505,4,0.5442668186630091,284481.4485524254,11.7528145831238,0.9128472222222223,32.86088851133555,0.15423628029227895,536918.3934030081,0,64.26098275414537,26.653106764641752,0.23444958527083534,435488.6283228097,0,25.739017245854626,11.356637270114541,0.7669080160518309,34.28014532593952,0,0.14172936390483798,6.092608399647479,560107.8177687117,10.934756779481308,0.4990938098814397,1.0,765.0,6.0,899.89907010455,0.74,964.1290872920491,3200.0,16.2,10.799999999999999,51.0,0.0,0.0,927.3427191321997
2,0.027889491355251914,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.355681208864237,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.431192785761755,1.6911927857617544,3.74,0.21344,0.29255370769050176,0.5063020782085347,0.05387599986271738,0.170021,0.455,0.10408111134070056,-1.397792243959155,5.44012443889071,0.07325968571540693,0.1730455945218745,0.256941226190807,0.3120383154952395,0.16135856995018324,0.9266031145545772,27.0082132907341,4.600000000000001,5.400000000000002,1.4747906732174416,2.2,9.12937805177286,11.32937805177286,11.91073333270684,0.9638888888888889,17.850307190273632,2.883808963398521,2,0.44376941012509463,291658.52454189636,11.765345832266531,0.9173611111111111,30.211052778811744,0.15695058546917356,493622.377721698,0,40.9353074851744,25.574644133529247,0.21901580721826283,417867.4850891944,0,49.0646925148256,11.473121828912822,0.8074039800604611,34.12872784573542,-2,0.12298565513449454,6.253113530913201,557633.7875800187,11.04058093233568,0.5800857378987,1.05,623.3333333333334,6.0,941.9149530810723,0.74,959.8704706613087,3200.0,13.200000000000001,8.8,52.666666666666664,0.0,0.0,939.0915649765001
2,0.026811046116253155,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.084135413756083,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.254688018941454,1.6846880189414546,3.57,0.21344,0.29255370769050176,0.49979731138823563,0.05387599986271738,0.170021,0.455,0.10748718903409774,-1.332326001371426,5.44012443889071,0.07298107089140521,0.1732255591853014,0.2449072656953963,0.3120383154952395,0.16135856995018324,0.9266031145545772,24.558313836054364,4.200000000000001,5.000000000000002,1.474778617845325,2.2,9.006407707192547,11.206407707192547,11.9168333322185,0.9652777777777778,17.543877474455698,3.003084164181924,2,0.44376941012509463,286651.7289815405,11.767358332299464,0.9180555555555555,29.772464493764573,0.1563568112093538,486456.22586029366,0,38.57456485509937,25.514691279433592,0.21289513684912897,416887.90749530616,0,51.42543514490063,11.486978046243284,0.8115024915710081,34.16519538534908,-2,0.11873494605086816,6.248741629651576,558229.6355216826,11.052743541004276,0.5882827609197938,1.05,595.0,6.0,949.3761395551875,0.74,960.896120212943,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,932.4952909188457
2,0.026694259597864735,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.15473026046481,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.300574669302126,1.730574669302126,3.57,0.21344,0.29255370769050176,0.5456839617489067,0.05387599986271738,0.170021,0.455,0.10730747097997102,-1.291337978860851,5.448503698005671,0.07221068903751793,0.1709252687265149,0.2370078191070188,0.3120383154952395,0.1365208077264077,0.9514408767783527,24.232084338451784,4.200000000000001,5.000000000000002,1.5139383160718338,2.2,8.889485269863394,11.089485269863395,11.9168333322185,0.9652777777777778,16.450779234701404,2.971291529264247,4,0.5082644608615936,268791.4526071486,11.767358332299464,0.9180555555555555,30.32256699504636,0.15205141594400376,495444.42321513104,0,40.635181218536616,25.481581898853587,0.21531268969516454,416346.92895720445,0,49.364818781463384,11.474867066553298,0.8079250326067072,34.06227557690967,-2,0.12049667991767946,6.263701353603286,556548.0151912533,11.042236483160536,0.5811278429911924,1.05,595.0,6.0,944.1733700540283,0.74,958.0015006005844,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,929.6612047291145
2,0.027889542020086294,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,8.430046429155006,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,5.479530178950753,1.7395301789507531,3.74,0.21344,0.29255370769050176,0.5546394713975333,0.05387599986271738,0.170021,0.455,0.10392545383687352,-1.35695844713503,5.448503698005671,0.0724884982328169,0.1707779342188627,0.24905157862547123,0.3120383154952395,0.1365208077264077,0.9514408767783527,26.637086687712923,4.600000000000001,5.400000000000002,1.514582383528072,2.2,9.007505350929002,11.207505350929,11.91073333270684,0.9638888888888889,16.569767143007628,2.8579959840633307,4,0.5186465815903448,270735.6117414984,11.765345832266531,0.9173611111111111,30.426598030400775,0.15611188569313775,497144.2000287518,0,43.26953807118606,25.843035367291428,0.2163992343310598,422252.76487203815,0,46.73046192881394,11.459676331375357,0.8033514964041908,34.018047915152295,-2,0.12488894204018128,6.266894061050988,555825.3735899299,11.028224777930692,0.5719807705861595,1.05,623.3333333333334,6.0,936.4002058746873,0.74,956.7575976136583,3200.0,13.200000000000001,8.8,52.666666666666664,0.0,0.0,936.0718978875876
2,0.03703735663942315,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,10.364611617338818,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,6.736997551270232,1.806997551270232,4.93,0.21344,0.29255370769050176,0.6221068437170125,0.05387599986271738,0.170021,0.455,0.08527375621285595,-1.719091438968571,5.448503698005671,0.07402199321969696,0.1699577158773792,0.3155162470749197,0.3120383154952395,0.1365208077264077,0.9514408767783527,59.050405976475325,9.0,9.999999999999996,1.5212056642214615,2.2,10.221167238023327,12.421167238023326,11.854927083703743,0.9479166666666667,17.154498398459396,2.192707588343468,6,0.5989245275807576,280289.61288000643,11.744854167063288,0.9097222222222222,34.07159157492886,0.15306679464909673,556700.230512141,0,84.18434531621008,12.714048911360504,1.0992540498122383,207736.52279000724,10,5.815654683789916,11.289763922078189,0.7323188449371353,34.26120746216405,0,0.15137721141414792,6.064010737872928,559798.3895136204,10.855221347971597,0.42991546765204824,1.0,821.6666666666666,6.0,838.4599358800951,0.74,963.596459873364,3200.0,17.4,11.6,50.333333333333336,0.0,0.0,924.9076874733753
2,0.0356410775371342,2.5495097567963927,10.000000000000002,0.26841109011965175,0.65,0.12641450265823062,10.087346826168377,2.4,aeronaut14x8,Aka_v6,ht14,0.0,0.0,0.0,0.0,0.4749248501469185,1.6,0.09,6.5567754370094455,1.7967754370094458,4.76,0.21344,0.29255370769050176,0.6118847294562267,0.05387599986271738,0.170021,0.455,0.08750196410600196,-1.675817230067099,5.448503698005671,0.07383873472166376,0.1700558956465339,0.30757384466500454,0.3120383154952395,0.1365208077264077,0.9514408767783527,51.21925654023072,8.000000000000004,9.0,1.5198361582463131,2.2,9.97021649576587,12.170216495765871,11.867312499455812,0.9513888888888888,18.123965875938204,2.2848523170121386,4,0.522327312084435,296129.86991641705,11.749072916751105,0.9114583333333334,34.1530522283048,0.14826229066341842,558031.2268764384,0,79.93222153812658,12.766947821866784,1.0610004873396657,208600.84506881612,10,10.067778461873417,11.30110571304816,0.7397010042740858,34.15615207375363,0,0.14823538076262666,6.025033281429081,558081.8756602535,10.872245697293863,0.4446797863259494,1.0,793.3333333333334,6.0,825.4139774374997,0.74,960.641777074321,3200.0,16.799999999999997,11.2,50.666666666666664,0.0,0.0,910.4630292817179
