-0.3411;0.01706
-0.3324;0.01592
-0.3237;0.01499
-0.315;0.01439
-0.3064;0.01399
-0.2979;0.01368
-0.2897;0.0134
-0.2593;0.01312
-0.2442;0.01218
-0.2283;0.01186
-0.2122;0.01161
-0.1963;0.01116
-0.1799;0.01082
-0.1636;0.01052
-0.1491;0.01027
-0.134;0.01001
-0.1185;0.00978
-0.1042;0.00956
-0.0903;0.00935
-0.0758;0.00914
-0.0629;0.00894
-0.0502;0.00872
-0.0375;0.00849
-0.0265;0.00828
-0.0153;0.00806
-0.0053;0.00784
0.0046;0.00763
0.0138;0.00742
0.0227;0.00722
0.0312;0.00703
0.0392;0.00686
0.0468;0.00672
0.0545;0.00661
0.064;0.00654
0.0798;0.00649
0.1001;0.00646
0.1207;0.00645
0.1332;0.00645
0.1433;0.00648
0.1536;0.0065
0.1639;0.00653
0.1742;0.00656
0.1846;0.00659
0.1948;0.00663
0.2054;0.00665
0.2158;0.00669
0.2263;0.00672
0.2368;0.00676
0.2472;0.00681
0.2579;0.00684
0.2684;0.00688
0.279;0.00692
0.2896;0.00696
0.3001;0.00702
0.3107;0.00707
0.3214;0.00711
0.3321;0.00714
0.3429;0.00717
0.3537;0.0072
0.3645;0.00722
0.3752;0.00725
0.386;0.00727
0.3968;0.00728
0.4076;0.00731
0.4183;0.00734
0.4291;0.00736
0.4398;0.00739
0.4505;0.00742
0.4613;0.00746
0.472;0.0075
0.4827;0.00754
0.4934;0.00759
0.504;0.00765
0.5148;0.00771
0.5255;0.00777
0.536;0.00784
0.5467;0.0079
0.5574;0.00797
0.568;0.00806
0.5786;0.00814
0.5892;0.00822
0.5998;0.0083
0.6103;0.0084
0.6208;0.0085
0.6313;0.0086
0.6419;0.0087
0.6524;0.0088
0.6629;0.00891
0.6734;0.00902
0.6838;0.00914
0.6942;0.00927
0.7047;0.00939
0.7151;0.00952
0.7255;0.00965
0.7359;0.00978
0.7463;0.00992
0.7566;0.01007
0.7668;0.01022
0.7771;0.01038
0.7873;0.01054
0.7975;0.01071
0.8077;0.01088
0.8178;0.01106
0.8279;0.01125
0.838;0.01144
0.848;0.01164
0.858;0.01185
0.8679;0.01207
0.8777;0.01229
0.8875;0.01253
0.8973;0.01278
0.907;0.01304
0.9166;0.01331
0.9261;0.0136
0.9355;0.01391
0.9448;0.01423
0.9539;0.01459
0.9629;0.01496
0.9722;0.01528
0.9811;0.01569
0.9898;0.0161
0.9989;0.01647
1.0077;0.01686
1.015;0.01753
1.0244;0.01784
1.0333;0.0182
1.041;0.01875
1.0462;0.01974
1.0561;0.01993
1.0651;0.02026
1.0734;0.02069
1.0815;0.02115
1.0894;0.02164
1.0967;0.02223
1.1027;0.02305
1.1072;0.02425
1.1103;0.026
1.1179;0.02664
1.1257;0.02721
1.1332;0.02788
1.1403;0.02863
1.147;0.02946
1.1534;0.03036
1.1594;0.03132
1.1653;0.03226
1.1709;0.03319
1.1762;0.03408
1.1813;0.03496
1.1861;0.03582
1.1905;0.03666
1.1946;0.03752
1.1981;0.03842
1.2008;0.03941
1.2022;0.04059
1.2026;0.04186
1.2021;0.04317
1.2001;0.04446
1.1968;0.04576
1.1927;0.0471
1.1879;0.04852
1.1825;0.05003
1.1765;0.05164
1.1701;0.05336
1.1633;0.05522
1.1561;0.05722
1.1486;0.05934
1.1407;0.06161
1.1326;0.06403
1.1242;0.06661
1.1155;0.06936
1.1066;0.07229
1.0975;0.07541
1.0881;0.07873
1.0784;0.08227
1.0684;0.08602
1.0581;0.09001
1.0474;0.09429
1.036;0.09888
1.0239;0.10383
1.0107;0.10928
0.9955;0.11552
0.9752;0.1233
0.9556;0.13078
0.7311;0.14559
0.7245;0.14781
0.7195;0.14976
0.7157;0.15151
0.7126;0.15311